Order ID,Merchant ID,Restaurant Name,City,Tier,Cuisine,Dish Name,Base Time,Acoustic dB,POS Tickets,Chaos Index,Manual FOR Mins,Actual Food Ready Mins,Rider Arrival Mins,Rider Depart Mins,Actual Rider Wait Mins,Trust Score,Order Completion Time,Adjusted KPT Signal,Food Delay Mins,Total Delay,ETA Currently,Delay,Order Status,Old Error,New Error
ORDER_0828,MCH_121,Classic Dhaba Story,Bhilwara,Tier 3,South Indian,Masala Dosa,8,59.2,0,0.98,5.5,7.8,11.6,11.6,0,0.59,23.6,8,-0.2,-0.2,26,-2.4,Early,2.3,0.2
ORDER_0829,MCH_065,Spicy Wok Palace,Mumbai,Tier 2,Beverages,Cold Coffee,4,66.4,6,1.43,2,5.7,5.3,5.7,0.4,0.75,20.7,2.92,1.7,2.1,19,1.7,On Time,3.7,2.78
ORDER_0830,MCH_107,Spicy Biryani Corner,Delhi,Tier 3,Fast Food,Zinger Burger & Fries,10,60.5,0,1.01,6.9,10.1,10.4,10.4,0,0.77,22.4,7.7,0.1,0.1,22,0.4,On Time,3.2,2.4
ORDER_0831,MCH_147,Royal Bake Darbar,Ahmedabad,Tier 3,North Indian,Dal Makhani Combo,12,63.2,0,1.06,4.7,12.7,11.1,12.7,1.6,0.47,26.7,8.94,0.7,2.3,24,2.7,On Time,8,3.76
ORDER_0832,MCH_137,Classic Dosa Story,Ahmedabad,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,58.9,0,0.98,18.7,19.6,22.1,22.1,0,0.77,37.1,19.48,-0.4,-0.4,34,3.1,On Time,0.9,0.12
ORDER_0833,MCH_162,Grand Chaat House,Jaipur,Tier 1,Desserts,Choco Lava Cake,6,91.3,18,2.53,12.5,15.2,18.5,18.5,0,0.6,33.5,14.9,9.2,9.2,18,15.5,Delayed,2.7,0.3
ORDER_0834,MCH_100,Royal Wok Point,Jaipur,Tier 3,Biryani,Chicken Dum Biryani,18,63.1,0,1.06,14.7,19.1,18.8,19.1,0.3,0.71,30.1,15.98,1.1,1.4,36,-5.9,Early,4.4,3.12
ORDER_0835,MCH_141,Classic Grill Point,Bhilwara,Tier 2,Beverages,Cold Coffee,4,70.6,3,1.36,3.9,5.4,8.4,8.4,0,0.7,23.4,5.25,1.4,1.4,20,3.4,On Time,1.5,0.15
ORDER_0836,MCH_083,Urban Cafe Point,Jaipur,Tier 2,Beverages,Cold Coffee,4,74.7,9,1.74,4.5,7,8.1,8.1,0,0.76,23.1,5.36,3,3,20,3.1,On Time,2.5,1.64
ORDER_0837,MCH_177,Desi Grill Hub,Bengaluru,Tier 3,North Indian,Dal Makhani Combo,12,59.8,0,1,9.9,12,14.1,14.1,0,0.72,25.1,11.08,0,0,30,-4.9,Early,2.1,0.92
ORDER_0838,MCH_198,Shree Chaat Lounge,Hyderabad,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,55.2,0,0.9,15.7,18,22.8,22.8,0,0.53,36.8,19.04,-2,-2,31,5.8,Delayed,2.3,1.04
ORDER_0839,MCH_112,Golden Dhaba Story,Delhi,Tier 3,Fast Food,Peri Peri Pizza,14,57.7,0,0.95,10.3,13.3,16.5,16.5,0,0.59,26.5,12.84,-0.7,-0.7,26,0.5,On Time,3,0.46
ORDER_0840,MCH_056,Desi Kitchen Junction,Hyderabad,Tier 3,Chinese,Hakka Noodles,10,59.4,0,0.99,3.9,9.9,11.6,11.6,0,0.49,22.6,7.83,-0.1,-0.1,26,-3.4,Early,6,2.07
ORDER_0841,MCH_179,The Dosa Express,Mumbai,Tier 3,North Indian,Dal Makhani Combo,12,59.7,0,0.99,5.8,11.9,9,11.9,2.9,0.59,21.9,8.3,-0.1,2.8,30,-8.1,Early,6.1,3.6
ORDER_0842,MCH_186,Spicy Wok Corner,Mumbai,Tier 3,Beverages,Cold Coffee,4,67,0,1.14,2,4.6,9,9,0,0.53,21,5.29,0.6,0.6,24,-3,Early,2.6,0.69
ORDER_0843,MCH_218,Shree Tandoor Darbar,Kolkata,Tier 3,North Indian,Paneer Butter Masala & Naan,15,59.4,0,0.99,10.9,14.8,17.4,17.4,0,0.57,30.4,13.7,-0.2,-0.2,29,1.4,On Time,3.9,1.1
ORDER_0844,MCH_217,The Chaat House,Jaipur,Tier 3,Biryani,Chicken Dum Biryani,18,54.7,0,0.89,11.2,16,15.5,16,0.5,0.68,27,12.74,-2,-1.5,34,-7,Early,4.8,3.26
ORDER_0845,MCH_120,Bombay Chaat House,Ahmedabad,Tier 3,South Indian,Masala Dosa,8,62,0,1.04,3.1,8.3,9.7,9.7,0,0.56,24.7,6,0.3,0.3,22,2.7,On Time,5.2,2.3
ORDER_0846,MCH_175,Spicy Dosa Palace,Jaipur,Tier 2,North Indian,Paneer Butter Masala & Naan,15,66.3,3,1.28,12.4,19.2,19,19.2,0.2,0.55,31.2,15.46,4.2,4.4,29,2.2,On Time,6.8,3.74
ORDER_0847,MCH_023,Desi Wok Lounge,Bhilwara,Tier 1,Beverages,Cold Coffee,4,82.6,16,2.25,4,9,9.3,9.3,0,0.65,24.3,5.86,5,5,17,7.3,Delayed,5,3.14
ORDER_0848,MCH_213,Royal Dhaba Corner,Kolkata,Tier 2,Fast Food,Zinger Burger & Fries,10,75.4,6,1.61,4.4,16.1,10.8,16.1,5.3,0.22,27.1,13.53,6.1,11.4,23,4.1,On Time,11.7,2.57
ORDER_0849,MCH_235,Desi Biryani Hub,Pune,Tier 1,Desserts,Choco Lava Cake,6,95,29,3.15,17.6,18.9,22.8,22.8,0,0.65,36.8,19.42,12.9,12.9,24,12.8,Delayed,1.3,0.52
ORDER_0850,MCH_013,Golden Dosa Express,Jaipur,Tier 3,South Indian,Idli Vada Set,5,63.7,0,1.07,2,5.4,6.7,6.7,0,0.69,21.7,3.46,0.4,0.4,22,-0.3,Early,3.4,1.94
ORDER_0851,MCH_101,Desi Grill House,Mumbai,Tier 1,Biryani,Hyderabadi Mutton Biryani,20,95,25,2.95,55,59,60.3,60.3,0,0.65,75.3,56.86,39,39,33,42.3,Cancelled,4,2.14
ORDER_0852,MCH_024,Desi Chaat Express,Chennai,Tier 3,Fast Food,Peri Peri Pizza,14,57.1,0,0.94,11.7,13.2,19.2,19.2,0,0.5,30.2,15.45,-0.8,-0.8,28,2.2,On Time,1.5,2.25
ORDER_0853,MCH_011,The Chaat Junction,Hyderabad,Tier 2,Biryani,Chicken Dum Biryani,18,80.7,9,1.86,28.5,33.5,33.4,33.5,0.1,0.67,43.5,30.15,15.5,15.6,34,9.5,Delayed,5,3.35
ORDER_0854,MCH_273,Spicy Dhaba House,Jaipur,Tier 3,South Indian,Masala Dosa,8,62.2,0,1.04,2.8,8.3,7.8,8.3,0.5,0.63,21.3,4.84,0.3,0.8,25,-3.7,Early,5.5,3.46
ORDER_0855,MCH_281,Classic Chaat Palace,Chennai,Tier 1,Chinese,Hakka Noodles,10,92.1,22,2.74,26.9,27.4,32.9,32.9,0,0.6,47.9,29.3,17.4,17.4,20,27.9,Cancelled,0.5,1.9
ORDER_0856,MCH_094,Desi Dosa Corner,Bhilwara,Tier 2,Fast Food,Peri Peri Pizza,14,66.5,5,1.38,13.4,19.3,20.2,20.2,0,0.55,34.2,16.46,5.3,5.3,24,10.2,Delayed,5.9,2.84
ORDER_0857,MCH_201,The Tandoor Corner,Chennai,Tier 2,Biryani,Chicken Dum Biryani,18,63.8,2,1.18,17.8,21.2,24.5,24.5,0,0.55,36.5,20.82,3.2,3.2,29,7.5,Delayed,3.4,0.38
ORDER_0858,MCH_021,Urban Bake Point,Pune,Tier 2,Chinese,Hakka Noodles,10,67.6,6,1.45,12.3,14.5,15.4,15.4,0,0.79,30.4,12.95,4.5,4.5,20,10.4,Delayed,2.2,1.55
ORDER_0859,MCH_211,Spicy Grill Darbar,Delhi,Tier 2,South Indian,Masala Dosa,8,78.9,10,1.88,7.9,15,14.3,15,0.7,0.53,27,11.24,7,7.7,22,5,On Time,7.1,3.76
ORDER_0860,MCH_140,The Dosa Hub,Hyderabad,Tier 1,Beverages,Cold Coffee,4,90.3,20,2.61,2,10.4,7.3,10.4,3.1,0.44,21.4,6.7,6.4,9.5,15,6.4,Delayed,8.4,3.7
ORDER_0861,MCH_293,Bombay Wok Palace,Hyderabad,Tier 2,South Indian,Idli Vada Set,5,70.6,5,1.46,4.7,7.3,10.3,10.3,0,0.63,22.3,6.77,2.3,2.3,17,5.3,Delayed,2.6,0.53
ORDER_0862,MCH_298,Shree Grill Darbar,Chennai,Tier 2,North Indian,Paneer Butter Masala & Naan,15,75.6,10,1.81,26.1,27.2,31.9,31.9,0,0.61,42.9,28.36,12.2,12.2,25,17.9,Delayed,1.1,1.16
ORDER_0863,MCH_101,Desi Grill House,Mumbai,Tier 1,North Indian,Paneer Butter Masala & Naan,15,83.6,14,2.17,28,32.6,34.7,34.7,0,0.55,45.7,31.02,17.6,17.6,26,19.7,Delayed,4.6,1.58
ORDER_0864,MCH_028,Shree Chaat Palace,Delhi,Tier 2,Beverages,Cold Coffee,4,71.5,5,1.48,2,5.9,9.2,9.2,0,0.52,19.2,5.46,1.9,1.9,24,-4.8,Early,3.9,0.44
ORDER_0865,MCH_041,Bombay Tandoor Story,Ahmedabad,Tier 3,Fast Food,Peri Peri Pizza,14,65,0,1.1,9.8,15.4,16,16,0,0.59,31,12.34,1.4,1.4,29,2,On Time,5.6,3.06
ORDER_0866,MCH_146,Urban Wok Darbar,Bengaluru,Tier 3,Desserts,Choco Lava Cake,6,61.5,0,1.03,2,6.2,7.8,7.8,0,0.61,19.8,4.26,0.2,0.2,25,-5.2,Early,4.2,1.94
ORDER_0867,MCH_256,Classic Grill Hub,Delhi,Tier 2,Beverages,Cold Coffee,4,66.4,6,1.43,2,5.7,6.9,6.9,0,0.67,17.9,3.62,1.7,1.7,19,-1.1,Early,3.7,2.08
ORDER_0868,MCH_227,Classic Chaat Point,Delhi,Tier 3,Beverages,Cold Coffee,4,59.5,0,0.99,2,4,5.7,5.7,0,0.75,17.7,2.92,0,0,22,-4.3,Early,2,1.08
ORDER_0869,MCH_236,Spicy Cafe Point,Pune,Tier 2,Biryani,Chicken Dum Biryani,18,62.9,2,1.16,15.2,20.9,23,23,0,0.48,36,19.26,2.9,2.9,33,3,On Time,5.7,1.64
ORDER_0870,MCH_013,Golden Dosa Express,Jaipur,Tier 3,Desserts,Choco Lava Cake,6,58.3,0,0.97,2,5.8,7.3,7.3,0,0.65,20.3,3.85,-0.2,-0.2,24,-3.7,Early,3.8,1.95
ORDER_0871,MCH_210,Royal Grill Express,Delhi,Tier 2,Biryani,Chicken Dum Biryani,18,72.8,10,1.76,28.3,31.7,34.1,34.1,0,0.61,46.1,30.56,13.7,13.7,34,12.1,Delayed,3.4,1.14
ORDER_0872,MCH_229,The Tandoor House,Bhilwara,Tier 2,South Indian,Masala Dosa,8,75.5,10,1.81,12.4,14.5,19.2,19.2,0,0.55,32.2,15.46,6.5,6.5,23,9.2,Delayed,2.1,0.96
ORDER_0873,MCH_100,Royal Wok Point,Jaipur,Tier 3,South Indian,Idli Vada Set,5,57.1,0,0.94,2,4.7,5.3,5.3,0,0.78,20.3,2.73,-0.3,-0.3,18,2.3,On Time,2.7,1.97
ORDER_0874,MCH_031,Desi Grill Lounge,Ahmedabad,Tier 1,Biryani,Chicken Dum Biryani,18,71.5,10,1.73,28.2,31.1,35.5,35.5,0,0.51,45.5,31.78,13.1,13.1,32,13.5,Delayed,2.9,0.68
ORDER_0875,MCH_016,Shree Bake Corner,Pune,Tier 2,South Indian,Masala Dosa,8,69.9,10,1.7,5.5,13.6,12.5,13.6,1.1,0.46,24.6,9.87,5.6,6.7,20,4.6,On Time,8.1,3.73
ORDER_0876,MCH_137,Classic Dosa Story,Ahmedabad,Tier 3,Fast Food,Zinger Burger & Fries,10,61.4,0,1.03,9.8,10.3,16.7,16.7,0,0.54,30.7,12.97,0.3,0.3,23,7.7,Delayed,0.5,2.67
ORDER_0877,MCH_166,Bombay Wok Story,Bengaluru,Tier 2,Beverages,Cold Coffee,4,71.5,7,1.58,2,6.3,5.1,6.3,1.2,0.71,17.3,3.25,2.3,3.5,21,-3.7,Early,4.3,3.05
ORDER_0878,MCH_100,Royal Wok Point,Jaipur,Tier 3,Beverages,Cold Coffee,4,59,0,0.98,2,3.9,7.6,7.6,0,0.63,20.6,4.07,-0.1,-0.1,22,-1.4,Early,1.9,0.17
ORDER_0879,MCH_109,Urban Dosa Story,Chennai,Tier 3,Fast Food,Peri Peri Pizza,14,63,0,1.06,9.3,14.8,12.6,14.8,2.2,0.63,29.8,11.34,0.8,3,34,-4.2,Early,5.5,3.46
ORDER_0880,MCH_173,Golden Grill House,Pune,Tier 3,Fast Food,Zinger Burger & Fries,10,57,0,0.94,8.7,9.4,14.5,14.5,0,0.61,26.5,10.96,-0.6,-0.6,20,6.5,Delayed,0.7,1.56
ORDER_0881,MCH_237,Spicy Grill Corner,Kolkata,Tier 2,Fast Food,Peri Peri Pizza,14,67.1,4,1.34,16.1,18.8,22.7,22.7,0,0.56,32.7,19,4.8,4.8,28,4.7,On Time,2.7,0.2
ORDER_0882,MCH_162,Grand Chaat House,Jaipur,Tier 1,Chinese,Hakka Noodles,10,82.7,15,2.2,18.6,22,22.2,22.2,0,0.76,37.2,19.46,12,12,25,12.2,Delayed,3.4,2.54
ORDER_0883,MCH_216,Classic Grill Junction,Bengaluru,Tier 3,South Indian,Masala Dosa,8,57.8,0,0.96,6.2,7.7,12.7,12.7,0,0.57,27.7,9,-0.3,-0.3,28,-0.3,Early,1.5,1.3
ORDER_0884,MCH_264,Royal Grill Palace,Delhi,Tier 3,South Indian,Masala Dosa,8,58.5,0,0.97,3.3,7.8,8.5,8.5,0,0.65,18.5,5.12,-0.2,-0.2,22,-3.5,Early,4.5,2.68
ORDER_0885,MCH_263,Bombay Grill Point,Chennai,Tier 1,Desserts,Choco Lava Cake,6,88.3,20,2.57,14.1,15.4,21.2,21.2,0,0.53,33.2,17.44,9.4,9.4,26,7.2,Delayed,1.3,2.04
ORDER_0886,MCH_292,Desi Tandoor Palace,Delhi,Tier 3,Beverages,Cold Coffee,4,60.8,0,1.02,2,4.1,7.7,7.7,0,0.62,20.7,4.17,0.1,0.1,17,3.7,On Time,2.1,0.07
ORDER_0887,MCH_274,Shree Cafe Lounge,Kolkata,Tier 2,North Indian,Dal Makhani Combo,12,66.3,3,1.28,9.1,15.4,13.8,15.4,1.6,0.58,26.4,11.75,3.4,5,22,4.4,On Time,6.3,3.65
ORDER_0888,MCH_003,The Chaat Point,Jaipur,Tier 3,Chinese,Hakka Noodles,10,58.7,0,0.97,5.7,9.7,10.4,10.4,0,0.69,25.4,7.16,-0.3,-0.3,30,-4.6,Early,4,2.54
ORDER_0889,MCH_028,Shree Chaat Palace,Delhi,Tier 2,South Indian,Masala Dosa,8,65.4,5,1.36,8.1,10.9,15.6,15.6,0,0.5,30.6,11.85,2.9,2.9,21,9.6,Delayed,2.8,0.95
ORDER_0890,MCH_149,Golden Biryani Point,Hyderabad,Tier 2,Biryani,Chicken Dum Biryani,18,75.4,10,1.81,21.2,32.6,26.5,32.6,6.1,0.24,46.6,29.86,14.6,20.7,28,18.6,Delayed,11.4,2.74
ORDER_0891,MCH_028,Shree Chaat Palace,Delhi,Tier 2,Beverages,Cold Coffee,4,71.5,11,1.78,3.8,7.1,8.8,8.8,0,0.67,20.8,5.45,3.1,3.1,20,0.8,On Time,3.3,1.65
ORDER_0892,MCH_065,Spicy Wok Palace,Mumbai,Tier 2,Fast Food,Peri Peri Pizza,14,66.1,4,1.32,8.4,18.5,11.6,18.5,6.9,0.33,31.5,15.17,4.5,11.4,26,5.5,Delayed,10.1,3.33
ORDER_0893,MCH_021,Urban Bake Point,Pune,Tier 2,Fast Food,Zinger Burger & Fries,10,76.7,8,1.73,13.6,17.3,18.4,18.4,0,0.68,28.4,15.14,7.3,7.3,28,0.4,On Time,3.7,2.16
ORDER_0894,MCH_252,Desi Tandoor Junction,Hyderabad,Tier 2,Fast Food,Peri Peri Pizza,14,69.9,8,1.6,20.3,22.4,27.5,27.5,0,0.52,39.5,23.76,8.4,8.4,27,12.5,Delayed,2.1,1.36
ORDER_0895,MCH_235,Desi Biryani Hub,Pune,Tier 1,North Indian,Paneer Butter Masala & Naan,15,95,26,3,44.2,45,51,51,0,0.55,64,47.26,30,30,26,38,Cancelled,0.8,2.26
ORDER_0896,MCH_227,Classic Chaat Point,Delhi,Tier 3,North Indian,Dal Makhani Combo,12,63.1,0,1.06,10.1,12.7,14.2,14.2,0,0.73,27.2,11.21,0.7,0.7,30,-2.8,Early,2.6,1.49
ORDER_0897,MCH_013,Golden Dosa Express,Jaipur,Tier 3,South Indian,Masala Dosa,8,62.3,0,1.05,2,8.4,7.1,8.4,1.3,0.57,20.4,4.75,0.4,1.7,21,-0.6,Early,6.4,3.65
ORDER_0898,MCH_049,Urban Kitchen Palace,Kolkata,Tier 2,South Indian,Idli Vada Set,5,75.2,10,1.8,7.4,9,11.4,11.4,0,0.73,23.4,8.48,4,4,19,4.4,On Time,1.6,0.52
ORDER_0899,MCH_118,Grand Chaat Darbar,Kolkata,Tier 1,Biryani,Hyderabadi Mutton Biryani,20,92.8,22,2.76,54,55.2,61.8,61.8,0,0.48,75.8,58.06,35.2,35.2,32,43.8,Cancelled,1.2,2.86
ORDER_0900,MCH_054,Golden Biryani Hub,Mumbai,Tier 3,North Indian,Dal Makhani Combo,12,56.3,0,0.93,2.8,11.2,8.8,11.2,2.4,0.44,26.2,7.5,-0.8,1.6,28,-1.8,Early,8.4,3.7
ORDER_0901,MCH_138,Urban Kitchen Lounge,Pune,Tier 2,Desserts,Choco Lava Cake,6,66,3,1.27,2,7.6,8.8,8.8,0,0.55,21.8,5.06,1.6,1.6,19,2.8,On Time,5.6,2.54
ORDER_0902,MCH_053,Bombay Cafe Point,Hyderabad,Tier 2,Beverages,Cold Coffee,4,69.5,9,1.64,2,6.6,8.6,8.6,0,0.56,20.6,4.9,2.6,2.6,20,0.6,On Time,4.6,1.7
ORDER_0903,MCH_044,Grand Tandoor Lounge,Ahmedabad,Tier 3,South Indian,Masala Dosa,8,53.8,0,0.88,6.4,7,13.8,13.8,0,0.51,26.8,10.03,-1,-1,20,6.8,Delayed,0.6,3.03
ORDER_0904,MCH_053,Bombay Cafe Point,Hyderabad,Tier 2,Fast Food,Zinger Burger & Fries,10,72,6,1.54,12.7,15.4,20.4,20.4,0,0.49,35.4,16.63,5.4,5.4,27,8.4,Delayed,2.7,1.23
ORDER_0905,MCH_074,Desi Cafe Junction,Pune,Tier 3,South Indian,Masala Dosa,8,61.2,0,1.02,3.8,8.2,7,8.2,1.2,0.71,19.2,5.08,0.2,1.4,21,-1.8,Early,4.4,3.12
ORDER_0906,MCH_046,Spicy Tandoor House,Pune,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,62.6,0,1.05,14.8,21,22.7,22.7,0,0.47,33.7,18.99,1,1,35,-1.3,Early,6.2,2.01
ORDER_0907,MCH_013,Golden Dosa Express,Jaipur,Tier 3,Desserts,Choco Lava Cake,6,57.8,0,0.96,2.1,5.8,9.5,9.5,0,0.51,20.5,5.73,-0.2,-0.2,20,0.5,On Time,3.7,0.07
ORDER_0908,MCH_165,Classic Biryani Hub,Bengaluru,Tier 3,Fast Food,Zinger Burger & Fries,10,61.4,0,1.03,4.7,10.3,9.6,10.3,0.7,0.63,21.3,6.77,0.3,1,23,-1.7,Early,5.6,3.53
ORDER_0909,MCH_102,Royal Dosa Corner,Bengaluru,Tier 3,Fast Food,Peri Peri Pizza,14,58.7,0,0.97,8,13.6,15.2,15.2,0,0.52,27.2,11.46,-0.4,-0.4,29,-1.8,Early,5.6,2.14
ORDER_0910,MCH_280,Royal Grill Junction,Kolkata,Tier 3,Fast Food,Zinger Burger & Fries,10,59,0,0.98,2,9.8,8.7,9.8,1.1,0.48,23.8,6.06,-0.2,0.9,23,0.8,On Time,7.8,3.74
ORDER_0911,MCH_258,The Kitchen Junction,Delhi,Tier 2,Desserts,Choco Lava Cake,6,79.4,11,1.94,2,11.6,9,11.6,2.6,0.36,25.6,8.14,5.6,8.2,21,4.6,On Time,9.6,3.46
ORDER_0912,MCH_138,Urban Kitchen Lounge,Pune,Tier 2,North Indian,Dal Makhani Combo,12,67.1,5,1.39,10.8,16.7,14.9,16.7,1.8,0.61,28.7,13.1,4.7,6.5,25,3.7,On Time,5.9,3.6
ORDER_0913,MCH_163,Grand Grill Junction,Ahmedabad,Tier 1,Fast Food,Peri Peri Pizza,14,95,25,2.95,37.1,41.3,43.3,43.3,0,0.59,58.3,39.64,27.3,27.3,27,31.3,Cancelled,4.2,1.66
ORDER_0914,MCH_111,Spicy Bake Darbar,Bengaluru,Tier 3,South Indian,Masala Dosa,8,55.9,0,0.92,3.9,7.4,7,7.4,0.4,0.77,20.4,4.7,-0.6,-0.2,25,-4.6,Early,3.5,2.7
ORDER_0915,MCH_102,Royal Dosa Corner,Bengaluru,Tier 3,Beverages,Cold Coffee,4,61.1,0,1.02,2,4.1,9.2,9.2,0,0.52,22.2,5.46,0.1,0.1,15,7.2,Delayed,2.1,1.36
ORDER_0916,MCH_017,Golden Bake Darbar,Mumbai,Tier 3,Chinese,Hakka Noodles,10,63.2,0,1.06,6.9,10.6,14.7,14.7,0,0.48,24.7,10.96,0.6,0.6,26,-1.3,Early,3.7,0.36
ORDER_0917,MCH_268,Urban Biryani Express,Hyderabad,Tier 1,Beverages,Cold Coffee,4,95,25,2.95,10.5,11.8,16.8,16.8,0,0.58,28.8,13.15,7.8,7.8,17,11.8,Delayed,1.3,1.35
ORDER_0918,MCH_182,Spicy Dhaba Junction,Pune,Tier 1,South Indian,Masala Dosa,8,95,23,2.85,16.7,22.8,22.3,22.8,0.5,0.59,32.8,19.2,14.8,15.3,21,11.8,Delayed,6.1,3.6
ORDER_0919,MCH_024,Desi Chaat Express,Chennai,Tier 3,Biryani,Hyderabadi Mutton Biryani,20,57.2,0,0.94,16.7,18.8,23.3,23.3,0,0.56,37.3,19.6,-1.2,-1.2,30,7.3,Delayed,2.1,0.8
ORDER_0920,MCH_029,Grand Tandoor Story,Kolkata,Tier 3,Chinese,Hakka Noodles,10,62.2,0,1.04,4,10.4,8.6,10.4,1.8,0.57,22.4,6.75,0.4,2.2,20,2.4,On Time,6.4,3.65
ORDER_0921,MCH_171,The Dhaba Hub,Delhi,Tier 1,South Indian,Masala Dosa,8,90.1,20,2.6,10.9,20.8,17,20.8,3.8,0.34,31.8,17.43,12.8,16.6,23,8.8,Delayed,9.9,3.37
ORDER_0922,MCH_228,The Bake Story,Kolkata,Tier 3,South Indian,Idli Vada Set,5,60.8,0,1.02,2,5.1,8.6,8.6,0,0.56,20.6,4.9,0.1,0.1,20,0.6,On Time,3.1,0.2
ORDER_0923,MCH_188,Shree Bake Story,Bhilwara,Tier 3,North Indian,Dal Makhani Combo,12,57.9,0,0.96,10,11.5,13.7,13.7,0,0.75,27.7,10.92,-0.5,-0.5,32,-4.3,Early,1.5,0.58
ORDER_0924,MCH_230,Spicy Grill Story,Ahmedabad,Tier 1,South Indian,Idli Vada Set,5,95,26,3,5.6,15,9.3,15,5.7,0.37,27,11.52,10,15.7,19,8,Delayed,9.4,3.48
ORDER_0925,MCH_119,Golden Kitchen Palace,Kolkata,Tier 3,Fast Food,Peri Peri Pizza,14,58.2,0,0.96,10,13.4,16.6,16.6,0,0.56,28.6,12.9,-0.6,-0.6,31,-2.4,Early,3.4,0.5
ORDER_0926,MCH_156,Urban Biryani Junction,Pune,Tier 2,North Indian,Paneer Butter Masala & Naan,15,61.8,2,1.14,7.1,17.1,12.3,17.1,4.8,0.33,28.1,13.8,2.1,6.9,30,-1.9,Early,10,3.3
ORDER_0927,MCH_272,Royal Dhaba Hub,Jaipur,Tier 2,South Indian,Masala Dosa,8,64.4,6,1.39,10.1,11.1,17.5,17.5,0,0.51,31.5,13.73,3.1,3.1,28,3.5,On Time,1,2.63
ORDER_0928,MCH_175,Spicy Dosa Palace,Jaipur,Tier 2,Biryani,Chicken Dum Biryani,18,74.2,11,1.83,27.7,32.9,32.3,32.9,0.6,0.65,45.9,29.52,14.9,15.5,32,13.9,Delayed,5.2,3.38
ORDER_0929,MCH_104,Urban Dhaba Lounge,Kolkata,Tier 2,Biryani,Chicken Dum Biryani,18,68.9,7,1.53,19.8,27.5,23,27.5,4.5,0.49,41.5,23.73,9.5,14,34,7.5,Delayed,7.7,3.77
ORDER_0930,MCH_092,The Chaat Darbar,Bengaluru,Tier 2,Fast Food,Zinger Burger & Fries,10,69.9,6,1.5,7.2,15,13.4,15,1.6,0.48,26,11.26,5,6.6,21,5,On Time,7.8,3.74
ORDER_0931,MCH_186,Spicy Wok Corner,Mumbai,Tier 3,Beverages,Cold Coffee,4,61.8,0,1.04,2,4.2,8.4,8.4,0,0.57,21.4,4.75,0.2,0.2,22,-0.6,Early,2.2,0.55
ORDER_0932,MCH_283,Golden Grill Junction,Chennai,Tier 1,Beverages,Cold Coffee,4,79.2,14,2.08,6.2,8.3,12,12,0,0.61,23,8.46,4.3,4.3,17,6,Delayed,2.1,0.16
ORDER_0933,MCH_181,Bombay Cafe Story,Kolkata,Tier 3,Desserts,Choco Lava Cake,6,59.5,0,0.99,3,5.9,9.4,9.4,0,0.57,23.4,5.75,-0.1,-0.1,20,3.4,On Time,2.9,0.15
ORDER_0934,MCH_170,Golden Tandoor House,Mumbai,Tier 2,Beverages,Cold Coffee,4,80.1,10,1.9,2,7.6,7.6,7.6,0,0.63,21.6,4.07,3.6,3.6,21,0.6,On Time,5.6,3.53
ORDER_0935,MCH_187,Classic Tandoor House,Pune,Tier 3,South Indian,Idli Vada Set,5,60.4,0,1.01,2,5,8.5,8.5,0,0.57,20.5,4.8,0,0,24,-3.5,Early,3,0.2
ORDER_0936,MCH_175,Spicy Dosa Palace,Jaipur,Tier 2,North Indian,Dal Makhani Combo,12,64.4,4,1.29,9.7,15.5,12.9,15.5,2.6,0.61,29.5,11.96,3.5,6.1,24,5.5,Delayed,5.8,3.54
ORDER_0937,MCH_222,Urban Chaat Hub,Ahmedabad,Tier 2,South Indian,Masala Dosa,8,71.5,11,1.78,11.5,14.2,16.3,16.3,0,0.68,28.3,13.04,6.2,6.2,23,5.3,Delayed,2.7,1.16
ORDER_0938,MCH_233,Golden Chaat Lounge,Mumbai,Tier 2,Biryani,Hyderabadi Mutton Biryani,20,64.9,5,1.35,20.1,27,24.2,27,2.8,0.54,40,23.27,7,9.8,38,2,On Time,6.9,3.73
ORDER_0939,MCH_162,Grand Chaat House,Jaipur,Tier 1,Fast Food,Zinger Burger & Fries,10,76.8,13,1.99,18.1,19.9,21.6,21.6,0,0.77,35.6,18.9,9.9,9.9,22,13.6,Delayed,1.8,1
ORDER_0940,MCH_134,Desi Chaat Point,Chennai,Tier 2,Fast Food,Peri Peri Pizza,14,74.9,6,1.6,18.1,22.4,22.3,22.4,0.1,0.71,37.4,19.35,8.4,8.5,33,4.4,On Time,4.3,3.05
ORDER_0941,MCH_224,Classic Bake Darbar,Mumbai,Tier 3,Chinese,Hakka Noodles,10,57.5,0,0.95,5.1,9.5,9.1,9.5,0.4,0.71,19.5,6.38,-0.5,-0.1,30,-10.5,Early,4.4,3.12
ORDER_0942,MCH_153,Desi Bake Point,Chennai,Tier 2,Fast Food,Peri Peri Pizza,14,69.2,6,1.48,17.9,20.7,25.8,25.8,0,0.47,35.8,22.09,6.7,6.7,25,10.8,Delayed,2.8,1.39
ORDER_0943,MCH_033,Desi Bake Corner,Pune,Tier 2,South Indian,Masala Dosa,8,64.1,2,1.18,3.5,9.4,7.9,9.4,1.5,0.61,21.4,5.8,1.4,2.9,23,-1.6,Early,5.9,3.6
